№ лота,Код ТРУ,Наименование товара,Наименование объявления,Наименование и описание лота,Кол-во,"Сумма, тг.",Способ закупки,Статус
81307293-ОК1,243411.700,Проволока (сталь),"15761587-1 Государственные закупки для ГУ """"Отдел строительства Карасайского района"""" способом открытый конкурс (Приобретение кредитного жилья гражданам, состоящим в очереди на жилье в Карасайском районе Алматинской области)",Здание,1,16 380 000.00,Открытый конкурс,Закупка состоялась
81307296-ОК1,243411.700,Проволока (сталь),"15761587-1 Государственные закупки для ГУ """"Отдел строительства Карасайского района"""" способом открытый конкурс (Приобретение кредитного жилья гражданам, состоящим в очереди на жилье в Карасайском районе Алматинской области)",Здание,1,16 380 000.00,Открытый конкурс,Закупка состоялась
81307299-ОК1,243411.700,Проволока (сталь),"15761587-1 Государственные закупки для ГУ """"Отдел строительства Карасайского района"""" способом открытый конкурс (Приобретение кредитного жилья гражданам, состоящим в очереди на жилье в Карасайском районе Алматинской области)",Здание,1,16 380 000.00,Открытый конкурс,Закупка состоялась
81307308-ОК1,243411.700,Проволока (сталь),"15761587-1 Государственные закупки для ГУ """"Отдел строительства Карасайского района"""" способом открытый конкурс (Приобретение кредитного жилья гражданам, состоящим в очереди на жилье в Карасайском районе Алматинской области)",Здание,1,16 380 000.00,Открытый конкурс,Закупка состоялась
81307473-ЗЦП1,243411.700,Проволока (сталь),15771577-1 Дизайнерское оформление кабинета искусственного интеллекта с комплексным оснащением,"Работы в области архитектуры, связанные с проектами нежилых зданий/сооружений/помещений",1,19 787 000.00,Запрос ценовых предложений,Закупка состоялась
81307791-ОК1,243411.700,Проволока (сталь),15795034-1 Приобретение квартир для ГУ «Отдел строительства города Караганды»,Квартира,653.6,241 832 000.00,Открытый конкурс,Закупка состоялась
81312825-ЗЖ1,243411.700,Проволока (сталь),15761006-1 Приобретение жилья для коммунального жилищного фонда Уилского района для социально-уязвимых слоев населения для очередников,Здание,1,19 050 200.00,Закупка жилища,Закупка состоялась
81312834-ЗЖ1,243411.700,Проволока (сталь),15761006-1 Приобретение жилья для коммунального жилищного фонда Уилского района для социально-уязвимых слоев населения для очередников,Здание,1,19 050 200.00,Закупка жилища,Закупка состоялась
81312839-ЗЖ1,243411.700,Проволока (сталь),15761006-1 Приобретение жилья для коммунального жилищного фонда Уилского района для социально-уязвимых слоев населения для очередников,Здание,1,19 050 200.00,Закупка жилища,Закупка состоялась
81312844-ЗЖ1,243411.700,Проволока (сталь),15761006-1 Приобретение жилья для коммунального жилищного фонда Уилского района для социально-уязвимых слоев населения для очередников,Здание,1,19 050 200.00,Закупка жилища,Закупка состоялась
81312854-ЗЖ1,243411.700,Проволока (сталь),15761006-1 Приобретение жилья для коммунального жилищного фонда Уилского района для социально-уязвимых слоев населения для очередников,Здание,1,19 050 200.00,Закупка жилища,Закупка состоялась
81312866-ЗЖ1,243411.700,Проволока (сталь),15761006-1 Приобретение жилья для коммунального жилищного фонда Уилского района для социально-уязвимых слоев населения для очередников,Здание,1,19 050 200.00,Закупка жилища,Закупка состоялась
81312872-ЗЖ1,243411.700,Проволока (сталь),15761006-1 Приобретение жилья для коммунального жилищного фонда Уилского района для социально-уязвимых слоев населения для очередников,Здание,1,19 050 200.00,Закупка жилища,Закупка состоялась
81312876-ЗЖ1,243411.700,Проволока (сталь),15761006-1 Приобретение жилья для коммунального жилищного фонда Уилского района для социально-уязвимых слоев населения для очередников,Здание,1,19 050 200.00,Закупка жилища,Закупка состоялась
