Код ТРУ
152032.900.000016
152032.900.000018
152032.990.000031
259929.900.000007
142010.100.000003
142010.900.000026
151133.600.000000
141331.190.000000
141333.900.000002
141422.290.000004
141430.900.000013
141430.900.010000
152032.920.000033
152032.920.000047
139229.990.000060
141110.500.000001
141110.900.000006
141212.410.000004
141222.490.000003
141230.190.000006
141311.190.000001
141313.190.000003
141430.920.000002
141912.460.000002
141912.560.000001
141912.900.000011
139214.300.000003
152021.000.000017
152032.900.000002
152040.900.000007
151131.220.000009
151110.220.000000
151212.900.000014
141333.900.000003
152032.920.000030
152032.920.000056
152032.990.000027
141311.190.000009
141323.400.000006
141921.100.000004
141911.200.000000
139214.990.000003
152014.200.000000
152032.900.000021
152040.900.000011
143110.900.000005
142010.990.000006
143910.900.000009
151110.100.000000
141331.110.000003
152032.900.000030
152032.920.000003
152032.920.000041
152032.920.000049
152032.920.000051
152032.920.000072
141110.500.000004
141221.290.000012
141222.490.010001
141230.110.000001
141230.290.000009
141313.190.000001
141313.190.000005
141313.190.000007
141323.900.000004
141323.900.000006
141922.190.000026
139215.500.000017
139223.000.000034
152011.300.000008
152032.900.000024
151212.900.000011
141331.190.000003
141422.590.000003
139616.900.000035
139229.990.000027
139229.990.000063
141110.100.000000
141110.900.000005
141221.290.000018
141222.490.000002
141919.300.000004
141922.290.000012
141923.700.000000
141923.900.000002
141911.100.000000
139214.950.000003
139223.000.000012
139223.000.000047
152011.300.000007
152021.000.000003
152032.900.000012
143110.900.000021
141331.190.000002
141335.590.000001
141424.590.000002
141425.500.000003
141430.900.000011
141430.900.000015
152032.920.000009
152032.920.000026
152032.920.000027
152032.920.000039
152032.920.000040
152032.920.000044
152032.920.000048
152032.920.000050
152032.920.000054
152032.920.000068
139229.990.000029
139616.300.000003
139912.300.000001
141110.500.000000
141222.510.000000
141311.190.000003
141324.400.010000
141324.490.000005
141919.500.000000
141922.500.000009
139222.100.000000
152032.990.000039
141943.990.000009
141943.990.000015
142010.100.000002
142010.490.000002
151131.220.000008
141414.510.000001
152032.920.000008
152032.920.000031
152032.920.000046
139229.990.000000
141110.900.000010
141222.490.000004
141222.590.000002
141321.110.000001
141321.190.000002
141323.900.000005
141913.100.000005
141922.290.000011
141923.310.000001
141923.390.000000
141912.900.000000
152011.300.000004
152021.000.000002
152021.000.000005
152032.900.000014
143110.900.000007
143110.900.000031
151131.220.000010
151141.300.000002
141333.900.010001
141412.390.000011
141414.570.000000
152032.920.000034
152032.920.000045
152032.920.000053
152032.920.000055
152032.920.000070
141110.500.000003
141110.900.000003
141110.900.000011
141230.140.000000
141311.190.000007
141321.190.000004
