№ лота,Код ТРУ,Наименование товара,Наименование объявления,Наименование и описание лота,Кол-во,"Сумма, тг.",Способ закупки,Статус
80686879-ОК2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15733578-1 Приобретение передвижной электротехнической лаборатории для ТОО Алматыэлектротранс,Автомобиль,1,158 000 000.00,Открытый конкурс,Закупка состоялась
80687284-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15567888-1 Приобретение жилых домов в Катон-Карагайском районе ВКО (Первичное жилье),Здание,1,18 200 000.00,Закупка жилища,Закупка состоялась
80687292-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15567888-1 Приобретение жилых домов в Катон-Карагайском районе ВКО (Первичное жилье),Здание,1,18 200 000.00,Закупка жилища,Закупка состоялась
80687341-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15641886-1 Приобретение жилых домов в Катон-Карагайском районе ВКО (Первичное жилье),Здание,1,18 200 000.00,Закупка жилища,Закупка состоялась
80687348-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15641886-1 Приобретение жилых домов в Катон-Карагайском районе ВКО (Первичное жилье),Здание,1,18 200 000.00,Закупка жилища,Закупка состоялась
80687408-ОК2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15718378-1 Приобретение колючей проволоки Егоза (согл.тех.спец),Проволока колючая,32000,24 000 000.00,Открытый конкурс,Закупка состоялась
80687700-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15573253-1 Работы по ремонту игровых площадок в расположенном СО Сайын Шапагатова,Работы по ремонту/модернизации игрового оборудования,1,15 000 000.00,Запрос ценовых предложений,Закупка состоялась
80687826-ОИ2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15584090-1 Автоматизированный, высокопроизводительный анализатор текстуры (ГМИ)",Комплект лабораторного оборудования,1,23 800 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80687846-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15567888-1 Приобретение жилых домов в Катон-Карагайском районе ВКО (Первичное жилье),Здание,1,19 348 500.00,Закупка жилища,Закупка состоялась
80687871-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15641886-1 Приобретение жилых домов в Катон-Карагайском районе ВКО (Первичное жилье),Здание,1,19 348 500.00,Закупка жилища,Закупка состоялась
80687882-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15567888-1 Приобретение жилых домов в Катон-Карагайском районе ВКО (Первичное жилье),Здание,1,19 348 500.00,Закупка жилища,Закупка состоялась
80687886-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15641886-1 Приобретение жилых домов в Катон-Карагайском районе ВКО (Первичное жилье),Здание,1,19 348 500.00,Закупка жилища,Закупка состоялась
80687897-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15567888-1 Приобретение жилых домов в Катон-Карагайском районе ВКО (Первичное жилье),Здание,1,19 348 500.00,Закупка жилища,Закупка состоялась
80687910-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15567888-1 Приобретение жилых домов в Катон-Карагайском районе ВКО (Первичное жилье),Здание,1,19 348 500.00,Закупка жилища,Закупка состоялась
80688393-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15643957-1 Текущий ремонт здания акимата Алгинского района,Работы по текущему ремонту жилых зданий/сооружений/помещений,1,35 674 878.57,Открытый конкурс,Закупка состоялась
80688433-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15566336-1 Закупка жилища согласно технической спецификаций,Квартира,1,20 400 000.00,Закупка жилища,Закупка состоялась
80688446-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15566336-1 Закупка жилища согласно технической спецификаций,Квартира,1,20 400 000.00,Закупка жилища,Закупка состоялась
80688500-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15567080-1 Закупка жилища согласно технической спецификаций,Квартира,1,20 400 000.00,Закупка жилища,Закупка состоялась
80688513-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15567080-1 Закупка жилища согласно технической спецификаций,Квартира,1,20 400 000.00,Закупка жилища,Закупка состоялась
80688534-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15567080-1 Закупка жилища согласно технической спецификаций,Квартира,1,20 400 000.00,Закупка жилища,Закупка состоялась
80688585-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15583142-1 Приобретение жилья малообеспеченным многодетным семьям в Райымбекском районе,Здание,1,29 400 000.00,Закупка жилища,Закупка состоялась
80688767-ЗЖ3,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15696293-1 Закупка жилища согласно технической спецификаций,Квартира,1,20 400 000.00,Закупка жилища,Закупка состоялась
80691078-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15566336-1 Закупка жилища согласно технической спецификаций,Квартира,1,20 400 000.00,Закупка жилища,Закупка состоялась
80691348-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15566336-1 Закупка жилища согласно технической спецификаций,Квартира,1,20 400 000.00,Закупка жилища,Закупка состоялась
80692392-ОИ5,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15826311-1 Услуги финансового лизинга на покупку пожарного автоцестерна для КГУ ""Карабутакское учреждение по охране лесов и животного мира""",Услуги по финансовому лизингу,1,71 285 768.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80692676-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15645140-2 Средний ремонт улицы Бестерек в селе Кишишыган, Панфиловский район, область Жетісу",Работы по среднему ремонту улиц,1,180 000 594.00,Открытый конкурс,Закупка состоялась
80692869-ОИ5,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15826401-1 Услуги финансового лизинга на покупку трактора для КГУ ""Карабутакское учреждение по охране лесов и животного мира""",Услуги по финансовому лизингу,1,24 713 728.38,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80693115-ОИ4,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15801811-1 Услуги финансового лизинга на приобретение специализированной техники для КГУ ""Карабутакское учреждение по охране лесов и животного мира""",Услуги по финансовому лизингу,1,117 303 200.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80694172-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15567983-1 Приобретение оборудования на водо-насосные станции,Мешалка магнитная,12,15 894 648.00,Запрос ценовых предложений,Закупка состоялась
80695572-ОИ2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15584856-1 ковшовый, грузоподъемность 5000-8000 кг",Автопогрузчик,1,22 366 964.29,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80695701-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15656089-1 Приобретение квартиры (дома) по Енбекшиказахскому району,Здание,1,25 000 000.00,Закупка жилища,Закупка состоялась
80695738-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15576745-1 Приобретение квартиры (дома) по Енбекшиказахскому району,Здание,1,28 000 000.00,Закупка жилища,Закупка состоялась
80695761-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15656089-1 Приобретение квартиры (дома) по Енбекшиказахскому району,Здание,1,25 000 000.00,Закупка жилища,Закупка состоялась
80695782-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15656089-1 Приобретение квартиры (дома) по Енбекшиказахскому району,Здание,1,25 000 000.00,Закупка жилища,Закупка состоялась
80695819-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15656089-1 Приобретение квартиры (дома) по Енбекшиказахскому району,Здание,1,25 000 000.00,Закупка жилища,Закупка состоялась
80695842-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15576745-1 Приобретение квартиры (дома) по Енбекшиказахскому району,Здание,1,28 000 000.00,Закупка жилища,Закупка состоялась
80695857-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15576745-1 Приобретение квартиры (дома) по Енбекшиказахскому району,Здание,1,28 000 000.00,Закупка жилища,Закупка состоялась
80695871-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15576745-1 Приобретение квартиры (дома) по Енбекшиказахскому району,Здание,1,28 000 000.00,Закупка жилища,Закупка состоялась
80695902-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15576745-1 Приобретение квартиры (дома) по Енбекшиказахскому району,Здание,1,28 000 000.00,Закупка жилища,Закупка состоялась
80696272-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15591170-1 Текущий ремонт теплотрассы к жилым домам коммунальной собственности по ул.Коваленко и Шакаева в с.Явленка Есильского района СКО,Работы по текущему ремонту местных теплопроводных/отопительных сетей,1,19 729 655.00,Запрос ценовых предложений,Закупка состоялась
80696272-ЗЦП2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15728662-1 Текущий ремонт теплотрассы к жилым домам коммунальной собственности по ул.Коваленко и Шакаева в с.Явленка Есильского района СКО,Работы по текущему ремонту местных теплопроводных/отопительных сетей,1,19 729 655.00,Запрос ценовых предложений,Закупка состоялась
80696342-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15576745-1 Приобретение квартиры (дома) по Енбекшиказахскому району,Здание,1,28 000 000.00,Закупка жилища,Закупка состоялась
80696488-КРБС2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15791373-2 Работы по разработке ПСД для капитального ремонта зданий школ Каркаралинского района,Работы по разработке/расчету/составлению проектно-сметной документации,1,18 476 453.00,Конкурс с использованием рейтингово-балльной системы,Закупка состоялась
80696588-ОИ2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15752640-1 Автомобиль (кроссовер 5 мест),Автомобиль,1,21 690 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80696596-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15570857-1 Двухквартирный жилой дом, расположенный по адресу: РК, Костанайская область, Алтынсаринский р-н, с.Малая Чураковка. Площадь одной квартиры не менее 80 кв.м.",Здание,1,41 280 000.00,Закупка жилища,Закупка состоялась
80696647-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15570673-1 Двухквартирный жилой дом, расположенный по адресу: РК, Костанайская область, Алтынсаринский р-н, с.Большая Чураковка. Площадь одной квартиры не менее 80 кв.м.",Здание,1,41 280 000.00,Закупка жилища,Закупка состоялась
80696653-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15570886-1 Двухквартирный жилой дом, расположенный по адресу: РК, Костанайская область, Алтынсаринский р-н, с.Малая Чураковка. Площадь одной квартиры не менее 80 кв.м.",Здание,1,41 280 000.00,Закупка жилища,Закупка состоялась
80697423-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15585246-1 Приобретение квартиры (жилой дом) в Илийском районе Алматинской области,Квартира,1,28 800 000.00,Закупка жилища,Закупка состоялась
80697427-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15585246-1 Приобретение квартиры (жилой дом) в Илийском районе Алматинской области,Квартира,1,28 800 000.00,Закупка жилища,Закупка состоялась
80697428-КРБС2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15791373-2 Работы по разработке ПСД для капитального ремонта зданий школ Каркаралинского района,Работы по разработке/расчету/составлению проектно-сметной документации,1,19 070 420.00,Конкурс с использованием рейтингово-балльной системы,Закупка состоялась
80697451-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15570784-1 Двухквартирный жилой дом, расположенный по адресу: РК, Костанайская область, Алтынсаринский р-н, с.Малая Чураковка. Площадь одной квартиры не менее 80 кв.м.",Здание,1,41 280 000.00,Закупка жилища,Закупка состоялась
80697457-КРБС2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15791373-2 Работы по разработке ПСД для капитального ремонта зданий школ Каркаралинского района,Работы по разработке/расчету/составлению проектно-сметной документации,1,18 876 017.00,Конкурс с использованием рейтингово-балльной системы,Закупка состоялась
80697466-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15585246-1 Приобретение квартиры (жилой дом) в Илийском районе Алматинской области,Квартира,1,28 800 000.00,Закупка жилища,Закупка состоялась
80697476-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15585246-1 Приобретение квартиры (жилой дом) в Илийском районе Алматинской области,Квартира,1,28 800 000.00,Закупка жилища,Закупка состоялась
80697482-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15585246-1 Приобретение квартиры (жилой дом) в Илийском районе Алматинской области,Квартира,1,28 800 000.00,Закупка жилища,Закупка состоялась
80697486-КРБС2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15791373-2 Работы по разработке ПСД для капитального ремонта зданий школ Каркаралинского района,Работы по разработке/расчету/составлению проектно-сметной документации,1,18 850 187.00,Конкурс с использованием рейтингово-балльной системы,Закупка состоялась
80697492-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15585246-1 Приобретение квартиры (жилой дом) в Илийском районе Алматинской области,Квартира,1,28 800 000.00,Закупка жилища,Закупка состоялась
80697510-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15585246-1 Приобретение квартиры (жилой дом) в Илийском районе Алматинской области,Квартира,1,28 800 000.00,Закупка жилища,Закупка состоялась
80697523-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15585246-1 Приобретение квартиры (жилой дом) в Илийском районе Алматинской области,Квартира,1,28 800 000.00,Закупка жилища,Закупка состоялась
80697530-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15585246-1 Приобретение квартиры (жилой дом) в Илийском районе Алматинской области,Квартира,1,28 800 000.00,Закупка жилища,Закупка состоялась
80697538-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15585246-1 Приобретение квартиры (жилой дом) в Илийском районе Алматинской области,Квартира,1,28 800 000.00,Закупка жилища,Закупка состоялась
80697549-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15604847-1 Услуги по аренде автотранспорта (аренда специальной техники с водителем),Услуги по аренде специальной техники,1,18 750 000.00,Открытый конкурс,Закупка состоялась
80697593-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15633211-1 Трехквартирный жилой дом, расположенный по адресу: РК, Костанайская область, Алтынсаринский р-н, с.Большая Чураковка. Площадь одной квартиры не менее 54 кв.м.",Здание,1,41 399 000.01,Закупка жилища,Закупка состоялась
80697830-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15576745-1 Приобретение квартиры (дома) по Енбекшиказахскому району,Здание,1,28 000 000.00,Закупка жилища,Закупка состоялась
80697855-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15576745-1 Приобретение квартиры (дома) по Енбекшиказахскому району,Здание,1,28 000 000.00,Закупка жилища,Закупка состоялась
80697859-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15570729-1 Двухквартирный жилой дом, расположенный по адресу: РК, Костанайская область, Алтынсаринский р-н, с.Большая Чураковка. Площадь одной квартиры не менее 80 кв.м.",Здание,1,41 280 000.00,Закупка жилища,Закупка состоялась
80697870-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15570548-1 Двухквартирный жилой дом, расположенный по адресу: РК, Костанайская область, Алтынсаринский р-н, с.Большая Чураковка. Площадь одной квартиры не менее 80 кв.м.",Здание,1,41 280 000.00,Закупка жилища,Закупка состоялась
80697893-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15576745-1 Приобретение квартиры (дома) по Енбекшиказахскому району,Здание,1,28 000 000.00,Закупка жилища,Закупка состоялась
80697938-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15576745-1 Приобретение квартиры (дома) по Енбекшиказахскому району,Здание,1,28 000 000.00,Закупка жилища,Закупка состоялась
80697954-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15576745-1 Приобретение квартиры (дома) по Енбекшиказахскому району,Здание,1,28 000 000.00,Закупка жилища,Закупка состоялась
80697979-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15576745-1 Приобретение квартиры (дома) по Енбекшиказахскому району,Здание,1,28 000 000.00,Закупка жилища,Закупка состоялась
80698477-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15610394-1 Приобретение мусорных урн,Урна мусорная,1500,77 989 275.00,Открытый конкурс,Закупка состоялась
80700005-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15617848-1 Услуги медицинского освидетельствования граждан при призыве на воинскую службу,Услуги медицинского освидетельствования граждан при призыве на воинскую службу,1,49 285 714.29,Открытый конкурс,Закупка состоялась
80700088-ОИ4,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15632890-1 Закуп запасных частей,Позиционер,1,16 344 493.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80702091-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15576839-1 Приобретение арендной жилой квартиры на праве приватизации для социально уязвимых слоев населения,Квартира,1,19 950 000.00,Закупка жилища,Закупка состоялась
80702123-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15570764-1 Приобретение 2-х квартирного жилого дома в с.Калбатау Жарминского района области Абай,Здание,1,37 400 000.00,Закупка жилища,Закупка состоялась
80702404-ЗЦП2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15659135-1 Работы по текущему ремонту местных теплопроводных/ отопительных сетей по адресу: Курмангазинский район, с.о Бөкейхан, ул К.Сәтпаев 28.",Работы по текущему ремонту отдельных элементов нежилых зданий/сооружений/помещений,1,19 077 965.00,Запрос ценовых предложений,Закупка состоялась
80703694-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15579875-1 Государственные закупки короба для вентиляции (Дронцентр/ДПО),Воздуховод,158,17 000 800.00,Запрос ценовых предложений,Закупка состоялась
80703797-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15748365-1 Атырау облысы ПД жеңіл автокөліктеріне, жүк автомобильдеріне, автобустарына және арнайы техникасына ағымдағы жөндеу жөніндегі жұмыстары;",Работы по ремонту автотранспортных средств,1,22 321 428.57,Запрос ценовых предложений,Закупка состоялась
80704744-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15572256-1 Благоустройство прилегающей территории к Фоку с.Жарсуат Бурлинского района,Работы по ремонту/благоустройству территории,1,28 335 619.00,Запрос ценовых предложений,Закупка состоялась
80704986-КРБС2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15724772-1 Разработка ПСД по объекту Строительство электрических сетей село Байдалы Би Жанааркинского района области Ұлытау. Рабочий проект,Работы по разработке/расчету/составлению проектно-сметной документации,1,43 169 682.00,Конкурс с использованием рейтингово-балльной системы,Закупка состоялась
80705006-КРБС2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15713916-2 Разработка ПСД по объекту Строительство электрических сетей село Бидайык Жанааркинского района области Ұлытау. Рабочий проект,Работы по разработке/расчету/составлению проектно-сметной документации,1,51 998 799.00,Конкурс с использованием рейтингово-балльной системы,Закупка состоялась
80705017-КРБС2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15714554-2 Разработка ПСД по объекту Строительство электрических сетей село Тугускен Жанааркинского района области Ұлытау. Рабочий проект,Работы по разработке/расчету/составлению проектно-сметной документации,1,67 320 235.00,Конкурс с использованием рейтингово-балльной системы,Закупка состоялась
80705222-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15591822-1 Приобретение автомобиля микроавтобуса,Автомобиль,1,17 856 250.00,Запрос ценовых предложений,Закупка состоялась
80706790-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15598408-1 Текущий ремонт СЭН №2 для ТОО «Шахтинсктеплоэнерго»,Работы по ремонту/модернизации насосного оборудования,1,26 144 059.00,Открытый конкурс,Закупка состоялась
80708641-ОК2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15666149-1 Приобретение оперативно-легковых автомобилей,Автомобиль,2,51 678 571.42,Открытый конкурс,Закупка состоялась
80708782-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15572988-1 Текущий ремонт линии шлакоудаления,Работы по установке (монтажу) оборудования/приборов учета тепловой энергии,1,22 248 259.00,Запрос ценовых предложений,Закупка состоялась
80709248-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15572746-1 Приобретение жилого дома в селе Оленти Сырымского района ЗКО,Здание,1,17 820 000.00,Закупка жилища,Закупка состоялась
80709431-КРБС1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15581533-2 Реконстукция систем вентиляции помещений ХЦ ТОО «Шахтинсктеплоэнерго»,Работы по капитальному ремонту/реконструкции отдельных элементов нежилых зданий/сооружений/помещений,1,57 132 113.00,Конкурс с использованием рейтингово-балльной системы,Закупка состоялась
80710433-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15731878-1 Приобретение арендного жилья для очередников МИО жилья 4- комн (100.0 -102.0 кв.м),Квартира,2,64 000 000.00,Закупка жилища,Закупка состоялась
80710602-ОК3,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15758739-1 Закуп реагента для ТОО ""Қарағанды Су""",Реагент,250,106 375 000.00,Открытый конкурс,Закупка состоялась
80710681-ОИ4,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15779612-1 Приобретение жилой здания товары,Здание,1,16 512 600.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80710687-ОИ4,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15779626-1 Приобретение жилой здания товары,Здание,1,16 512 600.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80710696-ОИ5,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15794716-1 Приобретение жилой здания товары,Здание,1,16 512 600.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80710701-ОИ4,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15779672-1 Приобретение жилой здания товары,Здание,1,16 512 600.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80710716-ОИ4,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15779689-1 Приобретение жилой здания товары,Здание,1,16 512 600.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80711833-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15575905-1 Приобретение арендной жилой квартиры на праве приватизации для социально уязвимых слоев населения,Квартира,1,19 950 000.00,Закупка жилища,Закупка состоялась
80711841-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15576839-1 Приобретение арендной жилой квартиры на праве приватизации для социально уязвимых слоев населения,Квартира,1,19 950 000.00,Закупка жилища,Закупка состоялась
80711863-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15576839-1 Приобретение арендной жилой квартиры на праве приватизации для социально уязвимых слоев населения,Квартира,1,19 950 000.00,Закупка жилища,Закупка состоялась
80711893-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15575905-1 Приобретение арендной жилой квартиры на праве приватизации для социально уязвимых слоев населения,Квартира,1,19 950 000.00,Закупка жилища,Закупка состоялась
80711983-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15575905-1 Приобретение арендной жилой квартиры на праве приватизации для социально уязвимых слоев населения,Квартира,1,19 950 000.00,Закупка жилища,Закупка состоялась
80712001-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15576839-1 Приобретение арендной жилой квартиры на праве приватизации для социально уязвимых слоев населения,Квартира,1,19 950 000.00,Закупка жилища,Закупка состоялась
80712005-ОИнеГЗ3,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15830413-1 Приобретение сжиженного газа зимнего (для отопления) ОК Сункар,Газ природный,120,19 800 000.00,Из одного источника по несостоявшимся закупкам не ГЗ,Закупка состоялась
80712007-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15576839-1 Приобретение арендной жилой квартиры на праве приватизации для социально уязвимых слоев населения,Квартира,1,19 950 000.00,Закупка жилища,Закупка состоялась
